"Classification","chnm","tgt_abbr","testname","NAS"
"MostDILI Drugs","sulfasalazine","PGR","NVS_NR_hPR_Row590",-0.73077238
"MostDILI Drugs","sulfasalazine","PPARG","NVS_NR_hPPARg_Row95",0.644791969
"MostDILI Drugs","sulfasalazine","PPARG","ATG_PPARg_TRANS_up_Row7",-3.14115727
"MostDILI Drugs","sulfasalazine","prlfrn","BSK_CASM3C_Proliferation_down_Row26",0.130394633
"MostDILI Drugs","sulfasalazine","PTPN1","NVS_ENZ_hPTPN1_Row885",0.999892958
"MostDILI Drugs","sulfasalazine","PTPN14","NVS_ENZ_hPTPN4_Row897",0.989947833
"MostDILI Drugs","sulfasalazine","TBXA2R","NVS_GPCR_hTXA2_Row580",0.210612348
"MostDILI Drugs","sulfasalazine","TSPO","NVS_MP_rPBR_Row587",0.956656272
"MostDILI Drugs","sulindac","AHR","ATG_Ahr_CIS_up_Row342",0.871134881
"MostDILI Drugs","sulindac","AHR","TOX21_AhR_LUC_Agonist_Row256",0.043471516
"MostDILI Drugs","sulindac","EGR1","ATG_EGR_CIS_up_Row355",-0.192807087
"MostDILI Drugs","sulindac","ESR1","ATG_ERE_CIS_up_Row9",0.40993672
"MostDILI Drugs","sulindac","ESR1","ATG_ERa_TRANS_up_Row27",-0.895491362
"MostDILI Drugs","sulindac","HIF1a","ATG_HIF1a_CIS_up_Row379",0.031539877
"MostDILI Drugs","sulindac","IFNG","ATG_ISRE_CIS_dn_Row388",-0.409351657
"MostDILI Drugs","sulindac","NR1I2","ATG_PXRE_CIS_up_Row16",0.825077132
"MostDILI Drugs","sulindac","NR1I2","ATG_PXR_TRANS_up_Row18",0.717108448
"MostDILI Drugs","sulindac","NR1I3","ATG_PBREM_CIS_up_Row319",0.700523041
"MostDILI Drugs","sulindac","NRF2","ATG_NRF2_ARE_CIS_up_Row48",0.083758753
"MostDILI Drugs","sulindac","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-0.004056632
"MostDILI Drugs","sulindac","NRF2","TOX21_ARE_BLA_Agonist_ch2_Row24",-0.530935265
"MostDILI Drugs","sulindac","PAX6","ATG_Pax6_CIS_up_Row432",-2.506116785
"MostDILI Drugs","sulindac","PPARG","ATG_PPARg_TRANS_up_Row7",0.31762943
"MostDILI Drugs","sulindac","TP53","TOX21_p53_BLA_p3_ch1_Row121",0.999976864
"MostDILI Drugs","sulindac","TP53","TOX21_p53_BLA_p4_viability_Row177",0.993104626
"MostDILI Drugs","sulindac","TP53","TOX21_p53_BLA_p4_ratio_Row126",0.992735321
"MostDILI Drugs","sulindac","USF1","ATG_E_Box_CIS_dn_Row362",-0.669141528
"MostDILI Drugs","sulindac","VDR","ATG_VDRE_CIS_up_Row37",0.698190068
"MostDILI Drugs","tamoxifen","AR","NVS_NR_hAR_Row620",-3.909868867
"MostDILI Drugs","tamoxifen","cortisol","CEETOX_H295R_11DCORT_dn_Row306",0.495808808
"MostDILI Drugs","tamoxifen","deoxycorticosterone","CEETOX_H295R_DOC_dn_Row301",0.549005759
"MostDILI Drugs","tamoxifen","ESR1","ATG_ERE_CIS_dn_Row356",0.884933954
"MostDILI Drugs","tamoxifen","ESR1","ACEA_T47D_80hr_Positive_Row621",0.79145288
"MostDILI Drugs","tamoxifen","ESR1","NVS_NR_hER_Row588",0.788242161
"MostDILI Drugs","tamoxifen","ESR1","NVS_NR_bER_Row617",0.607434644
"MostDILI Drugs","tamoxifen","ESR1","NVS_NR_mERa_Row618",0.412933043
"MostDILI Drugs","tamoxifen","ESR1","OT_ERa_EREGFP_0480_Row1053",-0.178539632
"MostDILI Drugs","tamoxifen","ESR1","OT_ERa_EREGFP_0120_Row1052",-0.339072623
"MostDILI Drugs","tamoxifen","ESR1","OT_ER_ERaERb_1440_Row1049",-0.959155619
"MostDILI Drugs","tamoxifen","ESR1","OT_ER_ERaERb_0480_Row1048",-0.983334433
"MostDILI Drugs","tamoxifen","ESR1","OT_ER_ERaERa_0480_Row1046",-1.771646887
"MostDILI Drugs","tamoxifen","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",-3.066350397
"MostDILI Drugs","tamoxifen","ESR2","OT_ER_ERbERb_1440_Row1051",0.336342261
"MostDILI Drugs","tamoxifen","ESR2","OT_ER_ERbERb_0480_Row1050",-1.907169638
"MostDILI Drugs","tamoxifen","hydroxyprogesterone","CEETOX_H295R_OHPROG_up_Row610",0.972619848
"MostDILI Drugs","tamoxifen","KCNH2","NVS_IC_hKhERGCh_Row1013",-1.30914323
"MostDILI Drugs","tamoxifen","prlfrn","BSK_hDFCGF_Proliferation_down_Row25",0.911322225
"MostDILI Drugs","tamoxifen","SIGMAR1","NVS_OR_gSIGMA_NonSelective_Row140",-2.009967541
"LessDILIDrugs","telmisartan","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",0.3591276
"AmbiDILIDrugs","temazepam","ESR1","TOX21_ERa_LUC_BG1_Antagonist_Row179",-1.242415216
"MostDILI Drugs","terbinafine","NFKB1","TOX21_NFkB_BLA_agonist_ratio_Row250",-3.690554863
"MostDILI Drugs","testosterone","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.896170213
"MostDILI Drugs","testosterone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.687887021
"MostDILI Drugs","testosterone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.67132766
"MostDILI Drugs","testosterone","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",-0.79691234
"LessDILIDrugs","tetracycline","AR","NVS_NR_rAR_Row591",0.296657749
"LessDILIDrugs","tetracycline","AR","NVS_NR_cAR_Row619",0.004191665
"LessDILIDrugs","tetracycline","CASP5","NVS_ENZ_hCASP5_Row809",0.539679368
"LessDILIDrugs","tetracycline","CCKAR","NVS_GPCR_mCCKAPeripheral_Row985",-0.017527527
"LessDILIDrugs","tetracycline","COMT","NVS_ENZ_rCOMT_Row937",0.89241283
"LessDILIDrugs","tetracycline","COX2","NVS_ENZ_oCOX2_Row931",0.498267284
"LessDILIDrugs","tetracycline","DUSP3","NVS_ENZ_hDUSP3_Row554",0.65251891
"LessDILIDrugs","tetracycline","ELA2","NVS_ENZ_hElastase_Row823",0.123086323
"LessDILIDrugs","tetracycline","ESR1","ATG_ERE_CIS_up_Row9",-0.281537007
"LessDILIDrugs","tetracycline","ESR1","ATG_ERa_TRANS_up_Row27",-1.03801264
"LessDILIDrugs","tetracycline","intmrkr","ATG_CMV_CIS_up_Row39",-2.142259871
"LessDILIDrugs","tetracycline","MMP9","matrix metalloproteinase 9_down_Row46",0.287966284
"LessDILIDrugs","tetracycline","NR1I2","ATG_PXRE_CIS_up_Row16",0.235998709
"LessDILIDrugs","tetracycline","NR3C1","NVS_NR_hGR_Row589",0.122723175
"LessDILIDrugs","tetracycline","NR3C1","NVS_ENZ_hGSK3b_Row833",-0.017737949
"LessDILIDrugs","tetracycline","oxidoreductase","NCCT_TPO_AUR_dn_Row14",0.591890611
"LessDILIDrugs","tetracycline","oxidoreductase","NCCT_TPO_GUA_dn_Row1315",-3.529167972
"LessDILIDrugs","tetracycline","PLAUR","BSK_4H_uPAR_down_Row101",0.996098172
"LessDILIDrugs","tetracycline","prlfrn","BSK_hDFCGF_Proliferation_down_Row25",0.336983048
"LessDILIDrugs","tetracycline","PTPN6","NVS_ENZ_hPTPN6_Activator_Row900",0.412557326
"LessDILIDrugs","tetracycline","PTPN6","NVS_ENZ_hPTPN6_Row899",0.17472612
"LessDILIDrugs","tetracycline","PTPRC","NVS_ENZ_hPTPRC_Row905",0.688162727
"LessDILIDrugs","tetracycline","RXRA","ATG_RXRa_TRANS_dn_Row444",0.692815844
"LessDILIDrugs","tetracycline","TACR2","NVS_GPCR_hNK2_Row578",0.181193476
"NoDILI Drugs","theophylline","ADORA1","NVS_GPCR_hAdoRA1_Row574",0.868277069
"NoDILI Drugs","theophylline","ADORA2","NVS_GPCR_hAdoRA2a_Row575",0.921910989
"NoDILI Drugs","theophylline","ADRA1A","NVS_GPCR_bAdoR_NonSelective_Row947",0.798238364
"NoDILI Drugs","theophylline","AR","OT_AR_ARELUC_AG_1440_Row1044",0.993579541
"NoDILI Drugs","theophylline","hmgbox","ATG_TCF_b_cat_CIS_dn_Row85",-0.347130259
"NoDILI Drugs","theophylline","intmrkr","ATG_M_19_TRANS_up_Row402",0.999973525
"NoDILI Drugs","theophylline","intmrkr","ATG_M_19_CIS_dn_Row399",0.970849351
"NoDILI Drugs","theophylline","NFKB1","ATG_NF_kB_CIS_dn_Row330",-0.924336122
"NoDILI Drugs","theophylline","PDE10A","NVS_ENZ_hPDE10_Row560",0.56336683
"NoDILI Drugs","theophylline","SREBF1","ATG_SREBP_CIS_up_Row17",0.981031609
"NoDILI Drugs","theophylline","USF1","ATG_E_Box_CIS_up_Row30",0.987696486
"NoDILI Drugs","theophylline","xtt","ATG_XTT_Cytotoxicity_up_Row1093",0.999905882
"MostDILI Drugs","ticlopidine","AR","TOX21_AR_LUC_MDAKB2_Antagonist2_Row168",-0.229068676
"MostDILI Drugs","ticlopidine","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",-0.575408926
"MostDILI Drugs","ticlopidine","ESR1","TOX21_ERa_BLA_Agonist_ch2_Row269",-2.688753429
"MostDILI Drugs","ticlopidine","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",-2.856090435
"LessDILIDrugs","tinidazole","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",0.966709675
"LessDILIDrugs","tinidazole","ESR1","TOX21_ERa_BLA_Agonist_ch2_Row269",0.805328936
"LessDILIDrugs","tinidazole","ESR1","TOX21_ERa_BLA_Agonist_ratio_Row246",0.773768936
"MostDILI Drugs","tipranavir","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",-0.712463496
"MostDILI Drugs","tipranavir","NR3C1","TOX21_GR_BLA_Antagonist_ratio_Row155",-0.546653229
"MostDILI Drugs","tipranavir","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",-0.720475275
"LessDILIDrugs","tolazamide","HIF1a","ATG_HIF1a_CIS_dn_Row378",0.40495348
"LessDILIDrugs","tolazamide","JUN","ATG_AP_1_CIS_up_Row35",0.989272537
"LessDILIDrugs","tolazamide","KCNJ11","NVS_IC_rKATPCh_Row1017",0.957411971
"LessDILIDrugs","tolazamide","MMP1","NVS_ENZ_hMMP1_Row44",0.8831257
"LessDILIDrugs","tolazamide","NRF2","ATG_NRF2_ARE_CIS_up_Row48",0.989639825
"LessDILIDrugs","tolazamide","oxidoreductase","NCCT_TPO_AUR_dn_Row14",0.903271495
"LessDILIDrugs","tolazamide","oxidoreductase","NCCT_QuantiLum_inhib_dn_Row182",0.217601905
"MostDILI Drugs","tolcapone","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",0.647152783
"MostDILI Drugs","tolcapone","AR","TOX21_AR_BLA_Antagonist_viability_Row157",0.553656511
"MostDILI Drugs","tolcapone","AR","TOX21_AR_LUC_MDAKB2_Antagonist2_Row168",0.522969223
"MostDILI Drugs","tolcapone","AR","TOX21_AR_LUC_MDAKB2_Antagonist_Row178",0.00402763
"MostDILI Drugs","tolcapone","BMPR2","ATG_BRE_CIS_up_Row344",0.185007818
"MostDILI Drugs","tolcapone","CYP19A1","TOX21_Aromatase_Inhibition_Row119",0.317326539
"MostDILI Drugs","tolcapone","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",0.684006602
"MostDILI Drugs","tolcapone","ESR1","NVS_NR_hER_Row588",0.589642744
"MostDILI Drugs","tolcapone","ESR1","TOX21_ERa_BLA_Antagonist_ch1_Row233",0.543965726
"MostDILI Drugs","tolcapone","ESR1","TOX21_ERa_LUC_BG1_Antagonist_Row179",0.107861982
"MostDILI Drugs","tolcapone","HIF1a","ATG_HIF1a_CIS_up_Row379",0.715907833
"MostDILI Drugs","tolcapone","intmrkr","ATG_CMV_CIS_up_Row39",0.828953692
"MostDILI Drugs","tolcapone","mmp","TOX21_MMP_ratio_down_Row67",0.926825951
"MostDILI Drugs","tolcapone","mmp","TOX21_MMP_viability_Row615",0.690624283
"MostDILI Drugs","tolcapone","MTF1","ATG_MRE_CIS_up_Row84",-0.602439314
"MostDILI Drugs","tolcapone","NR1H4","TOX21_FXR_BLA_antagonist_ratio_Row183",0.896604339
"MostDILI Drugs","tolcapone","NR1I2","ATG_PXRE_CIS_up_Row16",0.646629477
"MostDILI Drugs","tolcapone","NR3C1","TOX21_GR_BLA_Antagonist_ratio_Row155",0.624616036
"MostDILI Drugs","tolcapone","NR3C1","ATG_GR_TRANS_up_Row377",-0.714295105
"MostDILI Drugs","tolcapone","ppar","ATG_PPRE_CIS_up_Row5",0.69409412
"MostDILI Drugs","tolcapone","PPARD","TOX21_PPARd_BLA_antagonist_ratio_Row221",0.737371798
"MostDILI Drugs","tolcapone","PPARG","TOX21_PPARg_BLA_antagonist_ratio_Row220",0.833845942
"MostDILI Drugs","tolcapone","PPARG","ATG_PPARg_TRANS_up_Row7",0.784391952
"MostDILI Drugs","tolcapone","TFAP2A","ATG_AP_2_CIS_dn_Row338",0.713067127
"MostDILI Drugs","tolcapone","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",0.217716372
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p2_ratio_Row80",0.789264937
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p1_ch1_Row166",0.524556622
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p3_ch1_Row121",0.498886406
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p3_viability_Row184",0.381933819
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p4_viability_Row177",0.329872047
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p4_ratio_Row126",0.318353685
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p2_viability_Row180",0.272206439
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p1_ratio_Row162",0.164765186
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p5_ratio_Row117",0.156287141
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p1_viability_Row171",-0.05320228
"MostDILI Drugs","tolcapone","TP53","TOX21_p53_BLA_p4_ch1_Row112",-0.372758876
"MostDILI Drugs","tolcapone","USF1","ATG_E_Box_CIS_dn_Row362",0.780428617
"MostDILI Drugs","tolcapone","VDR","ATG_VDRE_CIS_up_Row37",0.128452845
"LessDILIDrugs","topiramate","NR1I2","ATG_PXRE_CIS_up_Row16",-2.118916091
"AmbiDILIDrugs","trimethadione","TP53","TOX21_p53_BLA_p2_viability_Row180",0.999999237
"MostDILI Drugs","troglitazone","AR","OT_AR_ARSRC1_0960_Row124",-3.292624061
"MostDILI Drugs","troglitazone","CCL2","BSK_4H_MCP1_down_Row36",-0.286950319
"MostDILI Drugs","troglitazone","CCL2","BSK_KF3CT_MCP1_down_Row52",-0.684855003
"MostDILI Drugs","troglitazone","CCL2","BSK_LPS_MCP1_down_Row105",-2.638719826
"MostDILI Drugs","troglitazone","CCL2","BSK_3C_MCP1_down_Row106",-2.704014536
"MostDILI Drugs","troglitazone","CCL2","BSK_SAg_MCP1_down_Row114",-2.930355797
"MostDILI Drugs","troglitazone","CCL26","BSK_4H_Eotaxin3_down_Row76",-1.345595815
"MostDILI Drugs","troglitazone","CD38","BSK_SAg_CD38_down_Row86",-1.57297096
"MostDILI Drugs","troglitazone","CD40","BSK_SAg_CD40_down_Row57",-0.781707331
"MostDILI Drugs","troglitazone","CD40","BSK_LPS_CD40_down_Row64",-0.938222536
"MostDILI Drugs","troglitazone","CD69","BSK_SAg_CD69_down_Row120",-3.050369377
"MostDILI Drugs","troglitazone","COL3A1","BSK_hDFCGF_CollagenIII_down_Row58",-0.791828049
"MostDILI Drugs","troglitazone","CSF1","BSK_hDFCGF_MCSF_down_Row42",-0.379503806
"MostDILI Drugs","troglitazone","CXCL10","BSK_hDFCGF_IP10_down_Row33",-0.169646146
"MostDILI Drugs","troglitazone","CXCL10","BSK_KF3CT_IP10_down_Row38",-0.311399147
"MostDILI Drugs","troglitazone","CXCL10","BSK_BE3C_IP10_down_Row55",-0.70998621
"MostDILI Drugs","troglitazone","CXCL9","BSK_hDFCGF_MIG_down_Row61",-0.85965813
"MostDILI Drugs","troglitazone","CXCL9","BSK_SAg_MIG_down_Row75",-1.335126959
"MostDILI Drugs","troglitazone","CXCL9","BSK_BE3C_MIG_down_Row78",-1.366741281
"MostDILI Drugs","troglitazone","CXCL9","BSK_3C_MIG_down_Row90",-1.887488819
"MostDILI Drugs","troglitazone","CYP19A1","TOX21_Aromatase_Inhibition_Row119",-3.044574975
"MostDILI Drugs","troglitazone","cytotoxicity","BSK_3C_Vis_down_Row62",-0.864019741
"MostDILI Drugs","troglitazone","cytotoxicity","BSK_SAg_PBMCCytotoxicity_down_Row116",-2.975518684
"MostDILI Drugs","troglitazone","E2F1","ATG_E2F_CIS_dn_Row31",-0.027935704
"MostDILI Drugs","troglitazone","EGF","BSK_hDFCGF_EGFR_down_Row29",0.029190254
"MostDILI Drugs","troglitazone","ESR1","ATG_ERE_CIS_up_Row9",0.964576989
"MostDILI Drugs","troglitazone","ESR1","ATG_ERa_TRANS_up_Row27",0.151948014
"MostDILI Drugs","troglitazone","HLA-DR","BSK_BE3C_HLADR_down_Row59",-0.842837536
"MostDILI Drugs","troglitazone","HLA-DR","BSK_3C_HLADR_down_Row104",-2.528594197
"MostDILI Drugs","troglitazone","hmgbox","ATG_TCF_b_cat_CIS_dn_Row85",-1.562092461
"MostDILI Drugs","troglitazone","ICAM1","BSK_KF3CT_ICAM1_down_Row53",-0.692241763
"MostDILI Drugs","troglitazone","IL1a","BSK_KF3CT_IL1a_down_Row68",-1.099472783
"MostDILI Drugs","troglitazone","IL1a","BSK_BE3C_IL1a_down_Row69",-1.102734323
"MostDILI Drugs","troglitazone","IL8","BSK_3C_IL8_down_Row66",-1.070752019
"MostDILI Drugs","troglitazone","IL8","BSK_hDFCGF_IL8_down_Row103",-2.488033744
"MostDILI Drugs","troglitazone","intmrkr","ATG_CMV_CIS_up_Row39",-0.357778463
"MostDILI Drugs","troglitazone","JUN","ATG_AP_1_CIS_up_Row35",-0.261109466
"MostDILI Drugs","troglitazone","MAOA","NVS_ENZ_rMAOBC_Row65",-1.056361885
"MostDILI Drugs","troglitazone","mmp","TOX21_MMP_ratio_down_Row67",-1.095856976
"MostDILI Drugs","troglitazone","MMP1","NVS_ENZ_hMMP1_Row44",-0.431039377
"MostDILI Drugs","troglitazone","MMP1","BSK_hDFCGF_MMP1_down_Row96",-2.197588113
"MostDILI Drugs","troglitazone","MMP3","NVS_ENZ_hMMP3_Activator_Row0",0.999805974
"MostDILI Drugs","troglitazone","MMP9","matrix metalloproteinase 9_down_Row46",-0.447072986
"MostDILI Drugs","troglitazone","MTF1","ATG_MRE_CIS_up_Row84",-1.559695453
"MostDILI Drugs","troglitazone","NR1H3","ATG_DR4_LXR_CIS_dn_Row28",0.074454923
"MostDILI Drugs","troglitazone","NR1H4","ATG_FXR_TRANS_up_Row83",-1.540258645
"MostDILI Drugs","troglitazone","NR1H4","OT_FXR_FXRSRC1_0480_Row94",-2.126078328
"MostDILI Drugs","troglitazone","NR1H4","TOX21_FXR_BLA_agonist_ch2_Row135",-3.799206766
"MostDILI Drugs","troglitazone","NR1I2","ATG_PXRE_CIS_up_Row16",0.720459024
"MostDILI Drugs","troglitazone","NR1I2","ATG_PXR_TRANS_up_Row18",0.561565038
"MostDILI Drugs","troglitazone","NRF2","TOX21_ARE_BLA_Agonist_ch2_Row24",0.187346134
"MostDILI Drugs","troglitazone","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-0.247125873
"MostDILI Drugs","troglitazone","NRF2","ATG_NRF2_ARE_CIS_up_Row48",-0.513772544
"MostDILI Drugs","troglitazone","oxidoreductase","NCCT_TPO_AUR_dn_Row14",0.767599599
"MostDILI Drugs","troglitazone","PLAT","BSK_BE3C_tPA_down_Row40",-0.366829403
"MostDILI Drugs","troglitazone","PLAU","BSK_KF3CT_uPA_down_Row45",-0.440433006
"MostDILI Drugs","troglitazone","PLAU","BSK_BE3C_uPA_down_Row60",-0.858946129
"MostDILI Drugs","troglitazone","PLAUR","BSK_BE3C_uPAR_down_Row71",-1.184276291
"MostDILI Drugs","troglitazone","PLAUR","BSK_3C_uPAR_down_Row91",-2.003630319
"MostDILI Drugs","troglitazone","PLAUR","BSK_4H_uPAR_down_Row101",-2.397096405
"MostDILI Drugs","troglitazone","ppar","ATG_PPRE_CIS_up_Row5",0.986922501
"MostDILI Drugs","troglitazone","PPARG","TOX21_PPARg_BLA_Agonist_ch2_Row1",0.996707147
"MostDILI Drugs","troglitazone","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",0.996084615
"MostDILI Drugs","troglitazone","PPARG","ATG_PPARg_TRANS_up_Row7",0.975776075
"MostDILI Drugs","troglitazone","PPARG","OT_PPARg_PPARgSRC1_0480_Row21",0.392777523
"MostDILI Drugs","troglitazone","PPARG","OT_PPARg_PPARgSRC1_1440_Row22",0.316064107
"MostDILI Drugs","troglitazone","PPARG","NVS_NR_hPPARg_Row95",-2.156335145
"MostDILI Drugs","troglitazone","prlfrn","BSK_hDFCGF_Proliferation_down_Row25",0.172960154
"MostDILI Drugs","troglitazone","prlfrn","BSK_CASM3C_Proliferation_down_Row26",0.153228575
"MostDILI Drugs","troglitazone","prlfrn","BSK_SAg_Proliferation_down_Row54",-0.700903709
"MostDILI Drugs","troglitazone","prlfrn","NCCT_HEK293T_CellTiterGLO_Row88",-1.793219822
"MostDILI Drugs","troglitazone","prlfrn","BSK_3C_Proliferation_down_Row100",-2.346648499
"MostDILI Drugs","troglitazone","RORA","ATG_RORE_CIS_up_Row43",-0.414246853
"MostDILI Drugs","troglitazone","SELE","BSK_LPS_Eselectin_down_Row81",-1.479865558
"MostDILI Drugs","troglitazone","SELP","BSK_4H_Pselectin_down_Row49",-0.671843481
"MostDILI Drugs","troglitazone","SERPINE1","BSK_hDFCGF_PAI1_down_Row32",-0.059195534
"MostDILI Drugs","troglitazone","SERPINE1","BSK_BE3C_PAI1_down_Row56",-0.771294703
"MostDILI Drugs","troglitazone","srb","BSK_KF3CT_SRB_down_Row50",-0.673380494
"MostDILI Drugs","troglitazone","srb","BSK_hDFCGF_SRB_down_Row73",-1.264770796
"MostDILI Drugs","troglitazone","srb","BSK_3C_SRB_down_Row82",-1.512783152
"MostDILI Drugs","troglitazone","srb","BSK_BE3C_SRB_down_Row102",-2.480966018
"MostDILI Drugs","troglitazone","srb","BSK_SAg_SRB_down_Row115",-2.933516217
"MostDILI Drugs","troglitazone","srb","BSK_LPS_SRB_down_Row123",-3.169801011
"MostDILI Drugs","troglitazone","srb","BSK_4H_SRB_down_Row131",-3.655048786
"MostDILI Drugs","troglitazone","SREBF1","ATG_SREBP_CIS_up_Row17",0.678837781
"MostDILI Drugs","troglitazone","TGFB1","BSK_BE3C_TGFb1_down_Row63",-0.88626489
"MostDILI Drugs","troglitazone","TGFB1","BSK_KF3CT_TGFb1_down_Row87",-1.728572811
"MostDILI Drugs","troglitazone","THBD","BSK_CASM3C_Thrombomodulin_up_Row23",0.28288876
"MostDILI Drugs","troglitazone","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",-2.281566524
"MostDILI Drugs","troglitazone","TIMP1","BSK_hDFCGF_TIMP1_down_Row51",-0.678419447
"MostDILI Drugs","troglitazone","TIMP2","BSK_KF3CT_TIMP2_down_Row70",-1.138150132
"MostDILI Drugs","troglitazone","TP53","TOX21_p53_BLA_p2_ch2_Row77",-1.352867569
"MostDILI Drugs","troglitazone","TP53","TOX21_p53_BLA_p2_ratio_Row80",-1.409790339
"MostDILI Drugs","troglitazone","TP53","TOX21_p53_BLA_p3_ch2_Row92",-2.053030546
"MostDILI Drugs","troglitazone","TP53","TOX21_p53_BLA_p2_ch1_Row98",-2.313079606
"MostDILI Drugs","troglitazone","TP53","TOX21_p53_BLA_p4_ch1_Row112",-2.854857753
"MostDILI Drugs","troglitazone","TP53","TOX21_p53_BLA_p5_ratio_Row117",-2.979549617
"MostDILI Drugs","troglitazone","TP53","TOX21_p53_BLA_p3_ratio_Row118",-3.003128968
"MostDILI Drugs","troglitazone","TP53","TOX21_p53_BLA_p3_ch1_Row121",-3.074328096
"MostDILI Drugs","troglitazone","TP53","TOX21_p53_BLA_p4_ratio_Row126",-3.388523078
"MostDILI Drugs","troglitazone","USF1","ATG_E_Box_CIS_up_Row30",-0.026146398
"MostDILI Drugs","troglitazone","VCAM1","BSK_hDFCGF_VCAM1_down_Row41",-0.375203432
"MostDILI Drugs","troglitazone","VCAM1","BSK_LPS_VCAM1_down_Row72",-1.20481735
"MostDILI Drugs","troglitazone","VCAM1","BSK_4H_VCAM1_down_Row125",-3.329504221
"MostDILI Drugs","troglitazone","VCAM1","BSK_3C_VCAM1_down_Row128",-3.402958019
"MostDILI Drugs","troglitazone","VDR","ATG_VDRE_CIS_up_Row37",-0.29735221
"MostDILI Drugs","troglitazone","zf_teratoscore","NHEERL_ZF_144hpf_TERATOSCORE_up_Row13",0.78713642
"MostDILI Drugs","valproic acid","AKT2","NVS_ENZ_hAKT2_Row793",0.99408475
"MostDILI Drugs","valproic acid","CYP2C19","NVS_ADME_hCYP2C19_Row544",0.980772223
"MostDILI Drugs","valproic acid","ESR1","ACEA_T47D_80hr_Positive_Row621",0.920641296
"MostDILI Drugs","valproic acid","HDAC3","NVS_ENZ_hHDAC3_Activator_Row836",0.997952081
"MostDILI Drugs","valproic acid","NR1H4","OT_FXR_FXRSRC1_0480_Row94",0.836106871
"MostDILI Drugs","valproic acid","NURR1RXR","OT_NURR1_NURR1RXRa_0480_Row161",0.838752429
"MostDILI Drugs","valproic acid","PTEN","NVS_ENZ_hPTEN_Row564",0.999697486
"MostDILI Drugs","valproic acid","PTPN13","NVS_ENZ_hPTPN13_Row890",0.997221856
"MostDILI Drugs","valproic acid","PTPN4","NVS_ENZ_hPTPN4_Activator_Row898",0.999667089
"MostDILI Drugs","valproic acid","TP53","APR_HepG2_p53Act_72h_up_Row173",0.999992347
"MostDILI Drugs","valproic acid","zf_teratoscore","NHEERL_ZF_144hpf_TERATOSCORE_up_Row13",0.853988902
"LessDILIDrugs","warfarin","HIF1a","ATG_HIF1a_CIS_dn_Row378",0.095146714
"LessDILIDrugs","warfarin","PPARG","TOX21_PPARg_BLA_Agonist_ch2_Row1",-0.122179818
"LessDILIDrugs","warfarin","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",-0.285899336
"LessDILIDrugs","warfarin","TNF","BSK_LPS_TNFa_up_Row521",0.819742864
"MostDILI Drugs","zafirlukast","PPARG","TOX21_PPARg_BLA_Agonist_ch2_Row1",0.921658032
"MostDILI Drugs","zafirlukast","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",0.864221831
"MostDILI Drugs","zafirlukast","TP53","TOX21_p53_BLA_p1_viability_Row171",-3.505274891
"MostDILI Drugs","zileuton","AHR","ATG_Ahr_CIS_up_Row342",-2.628375165
"MostDILI Drugs","zileuton","AHR","TOX21_AhR_LUC_Agonist_Row256",-2.740535553
"MostDILI Drugs","zileuton","mmp","TOX21_MMP_viability_Row615",-2.931066133
"MostDILI Drugs","zileuton","ppar","ATG_PPRE_CIS_up_Row5",-0.163365185
"MostDILI Drugs","zileuton","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",-0.115696981
"MostDILI Drugs","zileuton","PPARG","ATG_PPARg_TRANS_up_Row7",-1.411394098
"LessDILIDrugs","zonisamide","TP53","TOX21_p53_BLA_p4_viability_Row177",0.999990958
